Gene.ID	Gene.Symbol	Protein	Gene.description	EarlyOnset_Alzheimer.s.vs..EarlyOnset_Non_demented.foldChange	EarlyOnset_Alzheimer.s.vs..EarlyOnset_Non_demented.pValue	LateOnset_Alzheimer.s.vs..LateOnset_Non_demented.foldChange	LateOnset_Alzheimer.s.vs..LateOnset_Non_demented.pValue
ENSG00000164089	ETNPPL	sp|Q8TBG4|AT2L1_HUMAN	ethanolamine-phosphate phospho-lyase	0.719718830127616	0.407802969319586	-0.441322581149741	0.440815181872555
ENSG00000164091	WDR82	sp|Q6UXN9|WDR82_HUMAN	WD repeat domain 82	-1.17702594422526	0.311390825238697	-0.272637387036437	0.675967788118255
ENSG00000164111	ANXA5	sp|P08758|ANXA5_HUMAN	annexin A5	-0.0676290085667357	0.518295821685762	0.361333143127775	0.00306911904263565
ENSG00000164182	NDUFAF2	sp|Q8N183|NDUF2_HUMAN	NADH:ubiquinone oxidoreductase complex assembly factor 2	-0.017691630316411	0.958313331386622	0.0408989588676244	0.807346973510784
ENSG00000164237	CMBL	sp|Q96DG6|CMBL_HUMAN	carboxymethylenebutenolidase homolog	0.319355118075073	0.634526625445612	0.130197010448699	0.772974246105248
ENSG00000164258	NDUFS4	sp|O43181|NDUS4_HUMAN	NADH:ubiquinone oxidoreductase subunit S4	0.00523493040991474	0.979845193022571	-0.742446481601464	0.00128610154888727
ENSG00000164303	ENPP6	sp|Q6UWR7|ENPP6_HUMAN	ectonucleotide pyrophosphatase/phosphodiesterase 6	-0.0190131886982622	0.802926494986735	0.800595140122307	7.51033999195184e-05
ENSG00000164398	ACSL6	sp|Q9UKU0|ACSL6_HUMAN	acyl-CoA synthetase long chain family member 6	0.199462235110327	0.149668858737723	-0.0766763302836419	0.350408996840718
ENSG00000164402	SEPTIN8	sp|Q92599|SEPT8_HUMAN	septin 8	0.0214719264665461	0.91171950665167	0.323140868105194	0.0198462026960255
ENSG00000164466	SFXN1	sp|Q9H9B4|SFXN1_HUMAN	sideroflexin 1	-0.00606209214661158	0.981276719660312	-0.61703702427423	0.00504898154036881
ENSG00000164587	RPS14	sp|P62263|RS14_HUMAN	ribosomal protein S14	-0.126363676544299	0.397968964345897	0.117818355631487	0.242045647370362
ENSG00000164687	FABP5	sp|Q01469|FABP5_HUMAN	fatty acid binding protein 5	-0.271942934638796	0.451018219582471	0.398797870268813	0.121085902521227
ENSG00000164830	OXR1	sp|Q8N573|OXR1_HUMAN	oxidation resistance 1	-0.037687377800123	0.762731523123555	-0.0597150620287603	0.457075354319312
ENSG00000164885	CDK5	sp|Q00535|CDK5_HUMAN	cyclin dependent kinase 5	-0.13411379318543	0.210118166503706	0.129672338837224	0.0834413449276228
ENSG00000164904	ALDH7A1	sp|P49419|AL7A1_HUMAN	aldehyde dehydrogenase 7 family member A1	0.0316995388913194	0.65239090957435	-0.0503394863018395	0.284956115711468
ENSG00000164924	YWHAZ	sp|P63104|1433Z_HUMAN	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta	0.0613860787582633	0.622645452130848	0.0380016382933164	0.651876401038474
ENSG00000164951	PDP1	sp|Q9P0J1|PDP1_HUMAN	pyruvate dehydrogenase phosphatase catalytic subunit 1	-0.00536785798147338	0.973155633621253	-0.423429235442707	0.00385426352082338
ENSG00000164961	WASHC5	sp|Q12768|WASC5_HUMAN	WASH complex subunit 5	-0.0999652121094054	0.679852511472964	-0.172579669789078	0.276003452101958
ENSG00000164983	TMEM65	sp|Q6PI78|TMM65_HUMAN	transmembrane protein 65	0.216172155255331	0.46094391209286	-0.095675263906936	0.624487364202836
ENSG00000165023	DIRAS2	sp|Q96HU8|DIRA2_HUMAN	DIRAS family GTPase 2	-0.366354601454629	0.37312130140096	-0.0854179197497847	0.753655906289894
ENSG00000165028	NIPSNAP3B	sp|Q9BS92|NPS3B_HUMAN	nipsnap homolog 3B	0.451550167971881	0.127827933489677	-0.217413275571547	0.226444530027404
ENSG00000165092	ALDH1A1	sp|P00352|AL1A1_HUMAN	aldehyde dehydrogenase 1 family member A1	0.1446159790875	0.631633825106543	0.393186758073671	0.0756233519557784
ENSG00000165118	C9orf64	sp|Q5T6V5|QSPP_HUMAN	chromosome 9 open reading frame 64	-0.17649422528122	0.552598361172491	-0.0736782818687491	0.714171578088044
ENSG00000165119	HNRNPK	sp|P61978|HNRPK_HUMAN	heterogeneous nuclear ribonucleoprotein K	-0.606409337466538	0.193016302553431	0.700737056265612	0.0396010591709405
ENSG00000165175	MID1IP1	sp|Q9NPA3|M1IP1_HUMAN	MID1 interacting protein 1	0.0147750368742941	0.911436776001924	0.263367182002021	0.0378185794680687
ENSG00000165219	GAPVD1	sp|Q14C86|GAPD1_HUMAN	GTPase activating protein and VPS9 domains 1	-0.0357722646836673	0.937869738022166	-0.0498628176833481	0.833781339404067
ENSG00000165264	NDUFB6	sp|O95139|NDUB6_HUMAN	NADH:ubiquinone oxidoreductase subunit B6	0.0166732714972918	0.966704659048289	-0.781961954424885	0.0103614216326159
ENSG00000165280	VCP	sp|P55072|TERA_HUMAN	valosin containing protein	-0.0636718443546869	0.527501979309326	0.380328098114314	0.00217228604473287
ENSG00000165283	STOML2	sp|Q9UJZ1|STML2_HUMAN	stomatin like 2	-0.0217527994372944	0.941313323611856	-0.460804366334306	0.0202701180386619
ENSG00000165410	CFL2	sp|Q9Y281|COF2_HUMAN	cofilin 2	-0.115634817331821	0.563911070297815	-0.0660108504075533	0.622374953346075
ENSG00000165416	SUGT1	sp|Q9Y2Z0|SGT1_HUMAN	SGT1 homolog, MIS12 kinetochore complex assembly cochaperone	0.00562531841589475	0.977365275961034	0.0233632113128314	0.82931878243564
ENSG00000165434	PGM2L1	sp|Q6PCE3|PGM2L_HUMAN	phosphoglucomutase 2 like 1	0.177478688201674	0.200665081964895	-0.0620461234816976	0.476180851372222
ENSG00000165443	PHYHIPL	sp|Q96FC7|PHIPL_HUMAN	phytanoyl-CoA 2-hydroxylase interacting protein like	-0.0470206425435862	0.603145972424857	0.035692944751555	0.558735026757316
ENSG00000165458	INPPL1	sp|O15357|SHIP2_HUMAN	inositol polyphosphate phosphatase like 1	0.139296986065077	0.496418687741381	-0.0740175914828639	0.572770162346117
ENSG00000165475	CRYL1	sp|Q9Y2S2|CRYL1_HUMAN	crystallin lambda 1	-0.0133425064715785	0.937869738022166	0.0035747833582036	0.972755998840728
ENSG00000165478	HEPACAM	sp|Q14CZ8|HECAM_HUMAN	hepatic and glial cell adhesion molecule	-0.0305323507259369	0.966704659048289	-0.13964452820255	0.699878238463631
ENSG00000165629	ATP5F1C	sp|P36542|ATPG_HUMAN	ATP synthase F1 subunit gamma	0.0649599415503962	0.199373752841748	-0.36430907751637	0.000223911632064791
ENSG00000165637	VDAC2	sp|P45880|VDAC2_HUMAN	voltage dependent anion channel 2	0.099709335292341	0.0812884168401786	-0.253061560602546	0.000689445957315327
ENSG00000165672	PRDX3	sp|P30048|PRDX3_HUMAN	peroxiredoxin 3	-0.0688084991873291	0.396214804985766	-0.178419659274181	0.0145491235149531
ENSG00000165699	TSC1	sp|Q92574|TSC1_HUMAN	TSC complex subunit 1	-0.0911256605887054	0.573799445204652	-0.0251479108532803	0.807346973510784
ENSG00000165704	HPRT1	sp|P00492|HPRT_HUMAN	hypoxanthine phosphoribosyltransferase 1	0.0545922204373378	0.398915571069427	-0.355873290927676	0.000608812943337533
ENSG00000165795	NDRG2	sp|Q9UN36|NDRG2_HUMAN	NDRG family member 2	0.00110434634875392	0.994881461296502	0.150550974385074	0.083063899141726
ENSG00000165861	ZFYVE1	sp|Q9HBF4|ZFYV1_HUMAN	zinc finger FYVE-type containing 1	0.172084709956383	0.515156189659594	-0.0462242817910514	0.778577626094597
ENSG00000165868	HSPA12A	sp|O43301|HS12A_HUMAN	heat shock protein family A (Hsp70) member 12A	-0.135569406440294	0.225245212099947	0.0679467055629529	0.338587674581868
ENSG00000165898	ISCA2	sp|Q86U28|ISCA2_HUMAN	iron-sulfur cluster assembly 2	-0.182496339049877	0.0304319874224706	-0.455174565520414	0.000166975531179327
ENSG00000165916	PSMC3	sp|P17980|PRS6A_HUMAN	proteasome 26S subunit, ATPase 3	-0.184426409771634	0.382393066906691	0.339652258571702	0.0396010591709405
ENSG00000166033	HTRA1	sp|Q92743|HTRA1_HUMAN	HtrA serine peptidase 1	-0.263817273212528	0.634083731449818	0.493537458723065	0.224406533549311
ENSG00000166136	NDUFB8	sp|O95169|NDUB8_HUMAN	NADH:ubiquinone oxidoreductase subunit B8	-0.00713187627631603	0.979845193022571	-0.516558217375383	0.0131735198450805
ENSG00000166140	ZFYVE19	sp|Q96K21|ANCHR_HUMAN	zinc finger FYVE-type containing 19	0.0133178532794105	0.957651230681982	-0.31059296077592	0.0810771578365369
ENSG00000166165	CKB	sp|P12277|KCRB_HUMAN	creatine kinase B	0.0225958248676695	0.90759666820435	-0.0751374212960293	0.475073651063422
ENSG00000166181	API5	sp|Q9BZZ5|API5_HUMAN	apoptosis inhibitor 5	-0.534213163302862	0.415209660494478	0.0438394810240971	0.912232989501639
ENSG00000166200	COPS2	sp|P61201|CSN2_HUMAN	COP9 signalosome subunit 2	-0.0208462248508188	0.843102839953625	-0.0777574741102996	0.224406533549311
ENSG00000166206	GABRB3	sp|P28472|GBRB3_HUMAN	gamma-aminobutyric acid type A receptor subunit beta3	-0.406138735938562	0.367083776481251	-0.403426194634655	0.185513336565849
ENSG00000166226	CCT2	sp|P78371|TCPB_HUMAN	chaperonin containing TCP1 subunit 2	-0.020529114061316	0.878922632490794	-0.144505995207027	0.0855699173679138
ENSG00000166228	PCBD1	sp|P61457|PHS_HUMAN	pterin-4 alpha-carbinolamine dehydratase 1	0.169376841985193	0.27487174379734	-0.236279842377769	0.0431397590386116
ENSG00000166266	CUL5	sp|Q93034|CUL5_HUMAN	cullin 5	-0.00474400786693015	0.975824568098769	0.0980960093481709	0.256527208380863
ENSG00000166313	APBB1	sp|O00213|APBB1_HUMAN	amyloid beta precursor protein binding family B member 1	-0.0497719544773591	0.921303695510036	-0.316856727760582	0.291677563232835
ENSG00000166333	ILK	sp|Q13418|ILK_HUMAN	integrin linked kinase	0.10869630965356	0.421847053899808	0.207467533760841	0.0481648624380168
ENSG00000166347	CYB5A	sp|P00167|CYB5_HUMAN	cytochrome b5 type A	-0.312454169712204	0.2201031357016	0.291900768961168	0.0983166921188485
ENSG00000166394	CYB5R2	sp|Q6BCY4|NB5R2_HUMAN	cytochrome b5 reductase 2	-0.0566231391025767	0.702523072468974	0.393624054004408	0.00749387566097962
ENSG00000166411	IDH3A	sp|P50213|IDH3A_HUMAN	isocitrate dehydrogenase (NAD(+)) 3 catalytic subunit alpha	0.0996120894216166	0.162357955071085	-0.335267677481463	0.000723986432682529
ENSG00000166501	PRKCB	sp|P05771|KPCB_HUMAN	protein kinase C beta	0.0331679464381148	0.812458256972762	-0.1831620965777	0.060486775830096
ENSG00000166579	NDEL1	sp|Q9GZM8|NDEL1_HUMAN	nudE neurodevelopment protein 1 like 1	0.155918706289635	0.328016944905872	-0.288525959482773	0.0263426621932303
ENSG00000166595	CIAO2B	sp|Q9Y3D0|CIA2B_HUMAN	cytosolic iron-sulfur assembly component 2B	0.0373964254013875	0.896932561659958	-0.180893270069807	0.256235111916477
ENSG00000166598	HSP90B1	sp|P14625|ENPL_HUMAN	heat shock protein 90 beta family member 1	-0.115970797296991	0.203908819028925	-0.0865981553863312	0.156098510368375
ENSG00000166689	PLEKHA7	sp|Q6IQ23|PKHA7_HUMAN	pleckstrin homology domain containing A7	-0.123143894484453	0.835362291965195	-0.195252876227183	0.590759944349712
ENSG00000166747	AP1G1	sp|O43747|AP1G1_HUMAN	adaptor related protein complex 1 subunit gamma 1	-0.12088271074605	0.100089872078457	-0.0382086012079933	0.359824701787163
ENSG00000166794	PPIB	sp|P23284|PPIB_HUMAN	peptidylprolyl isomerase B	0.0406469171073998	0.368264340733528	0.31288595616932	0.00027723491378077
ENSG00000166816	LDHD	sp|Q86WU2|LDHD_HUMAN	lactate dehydrogenase D	0.0315436142734929	0.727497431523821	-0.206386104688079	0.0120980519949555
ENSG00000166847	DCTN5	sp|Q9BTE1|DCTN5_HUMAN	dynactin subunit 5	0.0309984345494764	0.933701867799422	-0.133985903992787	0.476845889913945
ENSG00000166848	TERF2IP	sp|Q9NYB0|TE2IP_HUMAN	TERF2 interacting protein	-0.0943326305313097	0.657123579444227	0.519008474797366	0.0102732405377022
ENSG00000166887	VPS39	sp|Q96JC1|VPS39_HUMAN	VPS39 subunit of HOPS complex	-0.148372768807195	0.489303772377161	-0.0562241914233657	0.697315963042383
ENSG00000166888	STAT6	sp|P42226|STAT6_HUMAN	signal transducer and activator of transcription 6	0.0327313920246671	0.969191378783081	-0.184083630780053	0.698436255169184
ENSG00000166908	PIP4K2C	sp|Q8TBX8|PI42C_HUMAN	phosphatidylinositol-5-phosphate 4-kinase type 2 gamma	0.0776530132916022	0.539377041534298	-0.069211309266187	0.411788681383591
ENSG00000166913	YWHAB	sp|P31946|1433B_HUMAN	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta	0.313719357210213	0.046102343967078	-0.378660822923744	0.00303630864386409
ENSG00000166963	MAP1A	sp|P78559|MAP1A_HUMAN	microtubule associated protein 1A	0.0682742515168636	0.406682830377328	-0.0179438581362064	0.746605140951251
ENSG00000166986	MARS1	sp|P56192|SYMC_HUMAN	methionyl-tRNA synthetase 1	-0.246566729758584	0.199373752841748	-0.258501770638224	0.0599079259155366
ENSG00000167004	PDIA3	sp|P30101|PDIA3_HUMAN	protein disulfide isomerase family A member 3	-0.0180441055787431	0.840484087222181	0.0633729290908134	0.244496207047001
ENSG00000167085	PHB1	sp|P35232|PHB_HUMAN	prohibitin 1	-0.0115112823608972	0.911436776001924	-0.263800132867348	0.00429533394272446
ENSG00000167107	ACSF2	sp|Q96CM8|ACSF2_HUMAN	acyl-CoA synthetase family member 2	0.0498651367154749	0.851987320055683	-0.281779549521573	0.147581603327822
ENSG00000167114	SLC27A4	sp|Q6P1M0|S27A4_HUMAN	solute carrier family 27 member 4	-0.0257342195412633	0.903709194237607	-0.579720918930495	0.00341159806914788
ENSG00000167191	GPRC5B	sp|Q9NZH0|GPC5B_HUMAN	G protein-coupled receptor class C group 5 member B	0.0208012254351762	0.95761907615854	0.194723119547464	0.299222086044511
ENSG00000167193	CRK	sp|P46108|CRK_HUMAN	CRK proto-oncogene, adaptor protein	-0.139643444891031	0.180860409107771	0.108685225143872	0.115092907747509
ENSG00000167220	HDHD2	sp|Q9H0R4|HDHD2_HUMAN	haloacid dehalogenase like hydrolase domain containing 2	0.0091464532116679	0.95761907615854	-0.203792900725453	0.0405563604198803
ENSG00000167283	ATP5MG	sp|O75964|ATP5L_HUMAN	ATP synthase membrane subunit g	-0.00771311164260644	0.91171950665167	-0.424467098234094	0.00024353063288881
ENSG00000167315	ACAA2	sp|P42765|THIM_HUMAN	acetyl-CoA acyltransferase 2	-0.0250037365764844	0.904327323999016	0.148022544494718	0.208859051360017
ENSG00000167323	STIM1	sp|Q13586|STIM1_HUMAN	stromal interaction molecule 1	-0.267961791782788	0.327747773663967	0.382079023002795	0.0583665509162853
ENSG00000167363	FN3K	sp|Q9H479|FN3K_HUMAN	fructosamine 3 kinase	-0.0327257581404841	0.886085885986787	-0.0158132610041714	0.906718087102015
ENSG00000167371	PRRT2	sp|Q7Z6L0|PRRT2_HUMAN	proline rich transmembrane protein 2	0.0469684759210385	0.676983106056119	-0.0560723787073083	0.439865246092176
ENSG00000167378	IRGQ	sp|Q8WZA9|IRGQ_HUMAN	immunity related GTPase Q	-0.0334156150198102	0.865248240327226	-0.532683689678341	0.0044551775830042
ENSG00000167460	TPM4	sp|P67936|TPM4_HUMAN	tropomyosin 4	0.173339074577484	0.395025667946935	-0.14068268777558	0.294897940928947
ENSG00000167461	RAB8A	sp|P61006|RAB8A_HUMAN	RAB8A, member RAS oncogene family	-0.139515517186785	0.46094391209286	0.220205056751354	0.10590692857774
ENSG00000167508	MVD	sp|P53602|MVD1_HUMAN	mevalonate diphosphate decarboxylase	-0.0983769265269553	0.395025667946935	0.0660453654961633	0.381486412163089
ENSG00000167526	RPL13	sp|P26373|RL13_HUMAN	ribosomal protein L13	-0.125941158974802	0.298158781276987	-0.122783779826212	0.142069981085786
ENSG00000167578	RAB4B	sp|P61018|RAB4B_HUMAN	RAB4B, member RAS oncogene family	0.0778949046201636	0.601676768006483	-0.0312704622190528	0.757909398072509
ENSG00000167588	GPD1	sp|P21695|GPDA_HUMAN	glycerol-3-phosphate dehydrogenase 1	-0.0494998686456493	0.707619612596179	0.410088138190105	0.00411116331570481
ENSG00000167632	TRAPPC9	sp|Q96Q05|TPPC9_HUMAN	trafficking protein particle complex subunit 9	-0.533161257937177	0.280317256670894	0.0643601745163984	0.805158577111582
ENSG00000167641	PPP1R14A	sp|Q96A00|PP14A_HUMAN	protein phosphatase 1 regulatory inhibitor subunit 14A	-0.0454839762623749	0.856913355483226	0.372313480239413	0.035413091933487
ENSG00000167658	EEF2	sp|P13639|EF2_HUMAN	eukaryotic translation elongation factor 2	-0.0702944602775825	0.895510728450481	0.446813452262458	0.14264997499951
ENSG00000167671	UBXN6	sp|Q9BZV1|UBXN6_HUMAN	UBX domain protein 6	-0.0606686561681139	0.78654814636048	-0.330702683639273	0.0479106354313592
ENSG00000167699	GLOD4	sp|Q9HC38|GLOD4_HUMAN	glyoxalase domain containing 4	-0.0427694823400439	0.660049783661063	0.322788257831239	0.00336162964071338
ENSG00000167720	SRR	sp|Q9GZT4|SRR_HUMAN	serine racemase	0.0144550967048928	0.95761907615854	0.138645809271021	0.298579147697924
ENSG00000167770	OTUB1	sp|Q96FW1|OTUB1_HUMAN	OTU deubiquitinase, ubiquitin aldehyde binding 1	-0.0554808942518434	0.442706780279309	0.454064708138764	0.000416654144609202
ENSG00000167792	NDUFV1	sp|P49821|NDUV1_HUMAN	NADH:ubiquinone oxidoreductase core subunit V1	0.00761189407507366	0.921303695510036	-0.128042588708065	0.0190846628146374
ENSG00000167815	PRDX2	sp|P32119|PRDX2_HUMAN	peroxiredoxin 2	0.0766603282426341	0.57627708746511	0.157359078937536	0.112635594119699
ENSG00000167863	ATP5PD	sp|O75947|ATP5H_HUMAN	ATP synthase peripheral stalk subunit d	-0.0260466777343187	0.941313323611856	0.209660988657007	0.255627029529338
ENSG00000167881	SRP68	sp|Q9UHB9|SRP68_HUMAN	signal recognition particle 68	0.0046629055601007	0.969191378783081	0.0909852407461644	0.190279344433114
ENSG00000167969	ECI1	sp|P42126|ECI1_HUMAN	enoyl-CoA delta isomerase 1	0.00430818375702194	0.991096436604565	-0.474338500181812	0.065764179910071
ENSG00000167971	CASKIN1	sp|Q8WXD9|CSKI1_HUMAN	CASK interacting protein 1	0.140549645278128	0.203103168298607	-0.680766654131105	0.000379921047774279
ENSG00000167978	SRRM2	sp|Q9UQ35|SRRM2_HUMAN	serine/arginine repetitive matrix 2	-0.228337444817818	0.294713473998581	-0.583469631902107	0.00704781365351352
ENSG00000167986	DDB1	sp|Q16531|DDB1_HUMAN	damage specific DNA binding protein 1	-0.132150081852873	0.506446170927959	-0.200628618340012	0.149247605059622
ENSG00000167996	FTH1	sp|P02794|FRIH_HUMAN	ferritin heavy chain 1	0.103898626283301	0.193991598630472	-0.0970386896642594	0.0804382312425596
ENSG00000168003	SLC3A2	sp|P08195|4F2_HUMAN	solute carrier family 3 member 2	-0.0141264422733655	0.937886468216695	0.0394582924005345	0.684048233422235
ENSG00000168028	RPSA	sp|P08865|RSSA_HUMAN	ribosomal protein SA	-0.406041107434611	0.327747773663967	0.116061732159743	0.673059769254557
ENSG00000168036	CTNNB1	sp|P35222|CTNB1_HUMAN	catenin beta 1	-0.250308727314847	0.426853516438609	-0.437081623439712	0.0939964668141243
ENSG00000168090	COPS6	sp|Q7L5N1|CSN6_HUMAN	COP9 signalosome subunit 6	0.152060967389322	0.339724369763761	0.365560765397234	0.0122427100003122
ENSG00000168118	RAB4A	sp|P20338|RAB4A_HUMAN	RAB4A, member RAS oncogene family	-0.169765368113595	0.0449090058377806	-0.263859581149842	0.00121382467762518
ENSG00000168172	HOOK3	sp|Q86VS8|HOOK3_HUMAN	hook microtubule tethering protein 3	-0.0187170480855793	0.937869738022166	-0.105975652525693	0.37980245644355
ENSG00000168259	DNAJC7	sp|Q99615|DNJC7_HUMAN	DnaJ heat shock protein family (Hsp40) member C7	-0.101428229103796	0.727205717847355	-0.240134707805156	0.21385853802177
ENSG00000168291	PDHB	sp|P11177|ODPB_HUMAN	pyruvate dehydrogenase E1 subunit beta	0.0719129374117434	0.54449051560561	-0.261748440892475	0.0152407021260647
ENSG00000168297	PXK	sp|Q7Z7A4|PXK_HUMAN	PX domain containing serine/threonine kinase like	0.207876759546009	0.588493759383186	-0.382320905988957	0.190854860785456
ENSG00000168374	ARF4	sp|P18085|ARF4_HUMAN	ADP ribosylation factor 4	0.0249512114059343	0.728588457926465	0.37501346520267	0.000695981379384021
ENSG00000168385	SEPTIN2	sp|Q15019|SEPT2_HUMAN	septin 2	-0.0171691940735007	0.936445309270076	0.617530882504944	0.00217228604473287
ENSG00000168439	STIP1	sp|P31948|STIP1_HUMAN	stress induced phosphoprotein 1	0.101746068671057	0.289707304948091	0.256173109126261	0.0069310944654593
ENSG00000168481	LGI3	sp|Q8N145|LGI3_HUMAN	leucine rich repeat LGI family member 3	0.0294801406768765	0.762731523123555	-0.0014615427031159	0.983507519529643
ENSG00000168490	PHYHIP	sp|Q92561|PHYIP_HUMAN	phytanoyl-CoA 2-hydroxylase interacting protein	0.0271460482567534	0.814612441983385	-0.0443486685584086	0.528541903909909
ENSG00000168522	FNTA	sp|P49354|FNTA_HUMAN	farnesyltransferase, CAAX box, alpha	-0.0461598324905429	0.12507136122862	0.287353260515395	8.20894753349676e-05
ENSG00000168610	STAT3	sp|P40763|STAT3_HUMAN	signal transducer and activator of transcription 3	-0.101663677546033	0.780614027694434	-0.00917031661703492	0.974849286148308
ENSG00000168763	CNNM3	sp|Q8NE01|CNNM3_HUMAN	cyclin and CBS domain divalent metal cation transport mediator 3	-0.198066183438044	0.556803639126043	0.156296162579366	0.473563773174507
ENSG00000168827	GFM1	sp|Q96RP9|EFGM_HUMAN	G elongation factor mitochondrial 1	-0.20993419097167	0.444230689687639	-0.270154985798328	0.159321576532729
ENSG00000168906	MAT2A	sp|P31153|METK2_HUMAN	methionine adenosyltransferase 2A	0.211679629950107	0.517537926553608	0.00133980110830093	0.995127275219129
ENSG00000168924	LETM1	sp|O95202|LETM1_HUMAN	leucine zipper and EF-hand containing transmembrane protein 1	-0.101439757269117	0.520475747597462	-0.19449303222518	0.0936612360644552
ENSG00000168952	STXBP6	sp|Q8NFX7|STXB6_HUMAN	syntaxin binding protein 6	-0.0829706202096006	0.795723468098973	0.254136793737021	0.224406533549311
ENSG00000168959	GRM5	sp|P41594|GRM5_HUMAN	glutamate metabotropic receptor 5	0.0072931462597102	0.974959631159855	-0.214289115191545	0.109948031314261
ENSG00000168993	CPLX1	sp|O14810|CPLX1_HUMAN	complexin 1	-0.12984641879712	0.131995021792551	-0.066506589562015	0.208092467137934
ENSG00000169020	ATP5ME	sp|P56385|ATP5I_HUMAN	ATP synthase membrane subunit e	-0.00801569053577347	0.962042747695954	-0.0344280517727522	0.673059769254557
ENSG00000169032	MAP2K1	sp|Q02750|MP2K1_HUMAN	mitogen-activated protein kinase kinase 1	0.107742893419925	0.162357955071085	0.0780994985085263	0.114438392548791
ENSG00000169093	ASMTL	sp|O95671|ASML_HUMAN	acetylserotonin O-methyltransferase like	0.202000944192116	0.165532312133229	0.12676670929716	0.120340914373251
ENSG00000169100	SLC25A6	sp|P12236|ADT3_HUMAN	solute carrier family 25 member 6	0.00237491382452268	0.982040104575438	-0.33732383950214	0.00201702294217557
ENSG00000169139	UBE2V2	sp|Q15819|UB2V2_HUMAN	ubiquitin conjugating enzyme E2 V2	-0.308733899172168	0.577224869029371	0.0993411321650323	0.791361257103912
ENSG00000169221	TBC1D10B	sp|Q4KMP7|TB10B_HUMAN	TBC1 domain family member 10B	-0.372395070417594	0.0797046226252589	-0.418649877878625	0.0108994800940749
ENSG00000169223	LMAN2	sp|Q12907|LMAN2_HUMAN	lectin, mannose binding 2	-0.098099266176682	0.486907896086708	0.0332034472064393	0.723311652770691
ENSG00000169258	GPRIN1	sp|Q7Z2K8|GRIN1_HUMAN	G protein regulated inducer of neurite outgrowth 1	-0.0340947969095945	0.763784727567795	0.0368600835959447	0.62075652390911
ENSG00000169288	MRPL1	sp|Q9BYD6|RM01_HUMAN	mitochondrial ribosomal protein L1	-0.153398144073921	0.161660715345903	-0.154081751381301	0.0436849471864666
ENSG00000169299	PGM2	sp|Q96G03|PGM2_HUMAN	phosphoglucomutase 2	0.0709221294520172	0.647237867599422	0.263629825957828	0.0347109761354842
ENSG00000169375	SIN3A	sp|Q96ST3|SIN3A_HUMAN	SIN3 transcription regulator family member A	0.134124154610687	0.57627708746511	-0.130251526683507	0.415367120391819
ENSG00000169398	PTK2	sp|Q05397|FAK1_HUMAN	protein tyrosine kinase 2	-0.322440055354062	0.2828894526687	0.07346189328396	0.707713214321831
ENSG00000169499	PLEKHA2	sp|Q9HB19|PKHA2_HUMAN	pleckstrin homology domain containing A2	-0.0562594783063943	0.551459502406099	-0.183701891728705	0.0231455429468066
ENSG00000169641	LUZP1	sp|Q86V48|LUZP1_HUMAN	leucine zipper protein 1	0.0658598207184013	0.842598904489832	-0.212438616219873	0.283325294955554
ENSG00000169710	FASN	sp|P49327|FAS_HUMAN	fatty acid synthase	-0.243078487134807	0.0740147325921338	0.0728072382070355	0.318765553136141
ENSG00000169727	GPS1	sp|Q13098|CSN1_HUMAN	G protein pathway suppressor 1	-0.408272466630263	0.0547776775420202	0.259401580386161	0.0414484613059874
ENSG00000169738	DCXR	sp|Q7Z4W1|DCXR_HUMAN	dicarbonyl and L-xylulose reductase	-0.0736028404642231	0.539377041534298	-0.273527698917585	0.0135733795122194
ENSG00000169750	RAC3	sp|P60763|RAC3_HUMAN	Rac family small GTPase 3	-0.0412980289744406	0.699953321948142	-0.350363298835094	0.0033122630438298
ENSG00000169764	UGP2	sp|Q16851|UGPA_HUMAN	UDP-glucose pyrophosphorylase 2	-0.0542209782043225	0.118127651340473	0.130564379704727	0.00144740008381713
ENSG00000169783	LINGO1	sp|Q96FE5|LIGO1_HUMAN	leucine rich repeat and Ig domain containing 1	0.104278057903187	0.497792378645868	-0.319316433314417	0.0180012523710207
ENSG00000169813	HNRNPF	sp|P52597|HNRPF_HUMAN	heterogeneous nuclear ribonucleoprotein F	-0.140570120556138	0.6927596475729	-0.029876331780251	0.899425450910852
ENSG00000169851	PCDH7	sp|O60245|PCDH7_HUMAN	protocadherin 7	-0.269916870129409	0.0612678572757765	-0.259969960004485	0.0126309984553607
ENSG00000169862	CTNND2	sp|Q9UQB3|CTND2_HUMAN	catenin delta 2	-0.178496893367225	0.366830106291518	-0.347862089618322	0.0234234260745
ENSG00000169891	REPS2	sp|Q8NFH8|REPS2_HUMAN	RALBP1 associated Eps domain containing 2	-0.599230716209827	0.203103168298607	0.00839839592186298	0.982015708927669
ENSG00000170017	ALCAM	sp|Q13740|CD166_HUMAN	activated leukocyte cell adhesion molecule	-0.0034284077969815	0.98506927684677	0.702398692654282	0.00915577180019251
ENSG00000170027	YWHAG	sp|P61981|1433G_HUMAN	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein gamma	0.0811208183023287	0.601676768006483	0.107699900066412	0.302130714660573
ENSG00000170144	HNRNPA3	sp|P51991|ROA3_HUMAN	heterogeneous nuclear ribonucleoprotein A3	-0.102682870469074	0.302074392060133	0.203059392049793	0.0181570113244602
