Gene.ID	Gene.Symbol	X1.AD_A	X2.AD_A	X3.AD_A	X4.AD_A	X1.AD_B	X2.AD_B	X3.AD_B	X4.AD_B	X1.AD_C	X2.AD_C	X3.AD_C	X4.AD_C
ENSG00000167004	PDIA3	781000	39991	835050	1144900	373840	18985	407180	563710	253120	14684	268280	398130
ENSG00000167085	PHB1	1471500	74228	1836200	2065400	1085800	53354	1343000	1471400	721330	35329	888540	952490
ENSG00000167107	ACSF2	48344	2840.7	73292	79811	24990	1123.4	34416	36553	NA	NA	NA	NA
ENSG00000167114	SLC27A4	130080	7731.4	167730	174810	70407	3052.1	80510	77332	47104	2049	52093	54245
ENSG00000167191	GPRC5B	87107	1904.5	89800	162060	17874	703.46	21340	27646	12300	631.62	13669	22180
ENSG00000167193	CRK	106060	5555.1	109390	154030	60707	2621.5	63471	84874	47308	1925.6	49129	66775
ENSG00000167220	HDHD2	180830	10673	295470	341850	131570	7810.1	211710	260520	30053	2520.5	66047	81310
ENSG00000167283	ATP5MG	784720	42486	973710	1000900	347360	17676	434330	430970	335680	17892	401200	407290
ENSG00000167315	ACAA2	291440	14944	302880	442690	231420	11518	241470	368150	123460	6184.1	133890	201400
ENSG00000167323	STIM1	82065	4364.4	93053	144620	17203	830.9	18302	34348	21333	755.3	20096	32201
ENSG00000167363	FN3K	1e+05	4949	117920	155500	34119	1560.8	41841	57629	21594	879.94	28769	35502
ENSG00000167371	PRRT2	581360	26665	544870	722350	317570	15439	310840	395690	182900	8928.2	148060	208390
ENSG00000167378	IRGQ	327740	16489	358060	345420	301130	16040	313020	295780	139440	6135.8	154050	148460
ENSG00000167460	TPM4	431370	21580	334140	610880	353180	16248	289740	489360	204350	9975.6	167760	306300
ENSG00000167461	RAB8A	161940	8565.9	189410	278510	106220	5326.8	121230	182670	86990	3905.2	97188	146500
ENSG00000167508	MVD	55947	2659.7	62439	84951	32652	1360.5	37418	47431	32427	1563.3	36827	48699
ENSG00000167526	RPL13	197310	10054	211560	240190	94780	4127.7	92523	112400	39342	1798.4	42760	51602
ENSG00000167578	RAB4B	400720	21691	423630	525950	257610	13569	271270	353460	185570	10819	200760	260640
ENSG00000167588	GPD1	234130	11435	266620	489660	58440	3063.5	68266	129680	109160	4667.3	124160	221880
ENSG00000167632	TRAPPC9	NA	NA	NA	NA	7980.5	552.26	17609	24769	22807	1140.7	32377	38484
ENSG00000167641	PPP1R14A	101540	4698.4	86283	142800	56332	3221.2	47421	81046	33252	1554.3	26608	47218
ENSG00000167658	EEF2	92737	3970.9	94207	124610	31718	1215.2	27956	50500	25144	1608.2	19858	47713
ENSG00000167671	UBXN6	193140	7729.4	232530	232740	75869	3709.4	86421	95243	66781	3694.8	80660	84002
ENSG00000167699	GLOD4	702080	36162	726540	1331900	463390	22344	461030	851700	302190	15477	314690	568100
ENSG00000167720	SRR	134610	7636.2	176060	251370	39625	1764.7	55944	82790	19300	966.83	24354	35001
ENSG00000167770	OTUB1	186380	8947.4	199070	356140	145330	6690.2	146900	261540	84476	4183	84328	154910
ENSG00000167792	NDUFV1	1135400	61244	1232400	1378800	510930	25332	553430	634420	404250	20162	432270	515180
ENSG00000167815	PRDX2	2106600	110840	2181200	3370500	1165200	60473	1318600	1838600	865770	43090	971210	1339700
ENSG00000167863	ATP5PD	443620	21545	483890	667470	166220	7632	199980	216030	165030	7696.6	200540	225910
ENSG00000167881	SRP68	69183	3789.3	91105	125520	41482	2467.7	55883	78358	19844	1319.1	39393	56765
ENSG00000167969	ECI1	73641	3392.7	100800	91047	NA	NA	NA	NA	59635	3250.9	74731	74520
ENSG00000167971	CASKIN1	519610	29511	770930	666380	412130	23968	568870	486310	144510	8622.1	201600	180810
ENSG00000167978	SRRM2	62501	2900.8	83731	75356	32516	1417.8	44297	36056	17328	765.93	24803	19058
ENSG00000167986	DDB1	317970	17496	375260	489160	151280	6942.8	180020	194620	109560	4742.8	131290	147950
ENSG00000167996	FTH1	509630	27386	788430	961030	334580	19304	542750	687960	255070	14424	420740	544780
ENSG00000168003	SLC3A2	600910	34420	678270	1238300	528870	27634	562900	990850	162290	8167.3	171300	396490
ENSG00000168028	RPSA	148040	6756.4	175940	248580	42716	1270.3	38373	86769	48778	2440.3	56591	86433
ENSG00000168036	CTNNB1	239970	10714	336340	321020	183570	8073.5	265670	257910	1105.4	NA	1499	1675.7
ENSG00000168090	COPS6	130260	6395.6	130550	217200	135630	8466.6	140120	231060	72446	3982.5	71570	126980
ENSG00000168118	RAB4A	144050	6728.5	164070	176960	70511	3068.1	81756	89733	82623	3507.6	91417	101540
ENSG00000168172	HOOK3	61313	3167.7	63816	87894	58667	2778.3	67790	84030	10905	500.45	12941	15098
ENSG00000168259	DNAJC7	84432	4220.3	105330	124520	23137	889.62	30570	33675	28408	1470	31401	35303
ENSG00000168291	PDHB	1215700	60299	1410100	1551100	830810	45389	963550	1081300	631430	33250	737960	824420
ENSG00000168297	PXK	NA	NA	NA	NA	31651	1535.4	39734	43438	15256	1028.2	21622	20295
ENSG00000168374	ARF4	163510	8179.2	142850	259170	136120	6441.6	117910	210180	105720	4947.8	98631	170790
ENSG00000168385	SEPTIN2	323240	16690	378800	666640	162700	6884.9	187900	325440	93336	4739.7	116110	184050
ENSG00000168439	STIP1	412270	20052	344880	571460	189510	9494.6	167270	275990	198650	9841.8	172660	324640
ENSG00000168481	LGI3	292420	14776	285160	393260	187880	9672.8	187340	240030	62900	3241	56367	74692
ENSG00000168490	PHYHIP	248870	12984	309760	380750	191120	9169	235280	294410	148580	7215.9	185250	228640
ENSG00000168522	FNTA	121380	6255.8	131340	201310	62831	2530.8	66786	101820	47416	1965.2	51665	81519
ENSG00000168610	STAT3	30994	1153	38534	99307	23817	1213.9	33054	71544	20310	1013.6	28402	58569
ENSG00000168763	CNNM3	NA	NA	NA	NA	15707	623.83	18933	27733	16427	770.29	17304	25577
ENSG00000168827	GFM1	27815	1280.8	35818	36541	82551	4050.6	94491	110920	52049	2811.3	61558	71261
ENSG00000168906	MAT2A	123330	6101	129570	215260	43917	2031.4	51860	70301	11421	694.93	15928	15304
ENSG00000168924	LETM1	120910	5166.2	139200	165430	46183	2132.6	50039	56982	42197	2162.2	48540	52930
ENSG00000168952	STXBP6	183000	8691.8	162950	242820	142790	6588.6	128080	190880	63461	3579.9	53977	82146
ENSG00000168959	GRM5	68170	3902.8	84628	94818	33310	1698.7	36200	40038	34551	1407.1	36311	42167
ENSG00000168993	CPLX1	175630	8141.1	177240	229420	80479	3681	86418	105980	51409	2128.4	53789	68873
ENSG00000169020	ATP5ME	500150	27757	510340	638430	381930	18209	398230	496020	433970	23457	428480	538740
ENSG00000169032	MAP2K1	724190	39819	794740	1190200	272950	14126	294820	446520	247120	12585	271220	403770
ENSG00000169093	ASMTL	NA	NA	4542.3	8026.1	56818	3172.9	67356	93854	25663	1490.9	28413	42611
ENSG00000169100	SLC25A6	1218400	61894	1313400	1354100	796760	39204	851790	897060	568850	28042	620560	621640
ENSG00000169139	UBE2V2	432310	22932	470950	581540	383750	19134	428370	504110	280310	14879	299840	363230
ENSG00000169221	TBC1D10B	17900	731.42	18556	19371	5219.7	187.23	6905.5	6135.4	2967.3	121.13	3463.8	3565.8
ENSG00000169223	LMAN2	203420	8792.2	247740	341870	58648	2591.9	76660	100140	52184	2736	65821	89048
ENSG00000169258	GPRIN1	105880	5554.2	142120	158450	82074	4100.1	109500	130060	47721	2457.4	63240	78025
ENSG00000169288	MRPL1	36819	1697	41583	52958	26120	1125.2	29669	34426	10052	458.96	12334	14680
ENSG00000169299	PGM2	83496	4234.4	91098	146880	84642	4936.7	90961	140050	41988	2020.4	46296	73438
ENSG00000169375	SIN3A	NA	NA	NA	NA	59345	2614.2	57576	69881	22875	1323.9	20964	25004
ENSG00000169398	PTK2	111670	5263.1	117830	156790	76287	2618.2	76665	102510	23935	968.72	23166	32124
ENSG00000169499	PLEKHA2	167140	8319.1	190550	215040	59284	2734.1	70663	75942	49976	2378.6	55878	71568
ENSG00000169641	LUZP1	33300	2734.5	76385	76104	21688	1500.9	42909	47146	10667	1087.3	26649	25996
ENSG00000169710	FASN	752140	37196	880050	1285900	177590	8013.6	242400	361170	92675	3607.7	126990	192460
ENSG00000169727	GPS1	114320	4523	121550	220680	121850	5671.1	130890	226210	20571	692.76	21672	39483
ENSG00000169738	DCXR	77043	3071.9	81120	95394	179360	8139.6	213200	257760	110720	6521.7	132650	159820
ENSG00000169750	RAC3	205360	9338.8	253500	269970	116850	5231.5	153090	158090	54068	2584.8	71497	72156
ENSG00000169764	UGP2	764060	41796	886260	1242100	536480	26105	610160	870790	351480	17087	407920	581160
ENSG00000169783	LINGO1	182840	8836.2	190120	210180	127040	6946.3	132100	138430	84893	3840	92328	94815
ENSG00000169813	HNRNPF	NA	NA	NA	NA	33073	1313	39857	45902	12285	467.44	15107	19558
ENSG00000169851	PCDH7	60962	2539.1	65343	70404	56168	2101.6	57274	62368	27217	1223.6	27698	31293
ENSG00000169862	CTNND2	174370	9799.8	200560	453060	91832	5084.5	108010	127080	53089	2665.6	59930	93339
ENSG00000169891	REPS2	56033	2674.1	61856	79608	6022.2	138.28	7022.4	9851.4	24770	1056.8	27009	34603
ENSG00000170017	ALCAM	15404	798.21	17301	34277	6977.6	330.36	7026.8	16052	NA	NA	NA	NA
ENSG00000170027	YWHAG	911800	47564	983740	1438900	547710	29062	569750	795220	447010	22399	467620	645970
ENSG00000170144	HNRNPA3	149640	7030.7	149400	234060	104070	4781.9	98936	151770	31874	1464.6	35096	50700
ENSG00000170248	PDCD6IP	1526600	76013	1749600	2337900	648270	34468	732300	961590	418900	21183	495600	662880
ENSG00000170348	TMED10	191150	9227.9	193430	280110	75708	3581.9	76259	115370	56129	2462.7	57598	84221
ENSG00000170390	DCLK2	431680	23326	516570	599600	222980	10327	254150	313660	130020	5938	150210	184400
ENSG00000170445	HARS1	462930	24085	459750	686420	182840	8676.3	187620	289180	123300	6137.9	129970	200210
ENSG00000170502	NUDT9	39624	2163.2	49543	44593	45090	2415.8	49448	73968	32310	1299.6	35468	50572
ENSG00000170515	PA2G4	82997	4514.5	82348	131530	55209	2401	54854	93102	35190	1054.6	30605	57553
ENSG00000170542	SERPINB9	138480	7030.4	171110	228300	81423	3946.2	93635	118600	30698	1913.5	34031	44064
ENSG00000170558	CDH2	227270	11111	242270	337320	135540	6124.6	141060	198630	155840	7926.4	168490	220420
ENSG00000170606	HSPA4	228170	21350	469490	609420	303170	16937	358460	519900	174660	10632	200200	332820
ENSG00000170634	ACYP2	244070	10533	259440	385330	352450	16460	384160	515120	156910	8014	168870	238980
ENSG00000170759	KIF5B	161960	9676.3	227080	360020	50769	3533.7	98263	140450	4563.9	1133.6	34084	42696
ENSG00000170832	USP32	51625	2845.7	59610	64063	48679	2159.8	56763	60357	14022	712.11	14343	15940
ENSG00000170860	LSM3	305000	21702	396550	407930	148340	9761.3	178960	189030	119090	8300.6	147620	146910
ENSG00000170876	TMEM43	29496	1179.2	35615	49419	9741.4	692.34	11897	12055	15665	796.54	20228	25775
ENSG00000171100	MTM1	19493	1002.9	20239	29153	9724.5	177.72	10256	12810	5605.1	278.17	5824.6	7826.2
ENSG00000171132	PRKCE	266520	13105	295130	351250	103800	4886.3	108930	138240	95603	5098.4	95122	128140
ENSG00000171202	TMEM126A	74859	3687.1	88104	83721	40670	1860.3	49936	50683	27430	1370.8	28449	28579
ENSG00000171246	NPTX1	334110	14921	340130	474190	126630	5291	138110	174990	89027	4696.9	87593	122570
ENSG00000171262	FAM98B	86949	4234.3	87502	135560	32822	1954.7	34032	58858	19775	1293.3	20230	35718
ENSG00000171298	GAA	294500	13659	333970	396140	88939	4332.8	105200	119660	82439	4031.4	92801	115840
ENSG00000171368	TPPP	114140	6506.8	124190	147490	55767	2893	63254	68978	44469	2006.8	47050	54473
ENSG00000171444	MCC	42177	1993.7	49278	52357	21091	1054.2	25508	26527	14731	664.63	18035	20169
ENSG00000171453	POLR1C	44836	2185	56246	60137	13572	722.27	18719	18520	NA	NA	NA	NA
ENSG00000171497	PPID	118920	6870.9	134090	159620	122580	6326.6	124970	147290	22008	1180.4	24696	27481
ENSG00000171503	ETFDH	71006	3232.9	80612	102520	103600	5238.6	108010	145990	43927	2189.9	52755	60480
ENSG00000171530	TBCA	779880	44161	1057700	1124500	418250	24436	567380	607360	220350	11569	292170	317660
ENSG00000171533	MAP6	432890	19549	359040	599610	301670	14488	260830	401300	151800	8619	120780	216550
ENSG00000171557	FGG	234680	11703	231700	322430	50906	2114	55286	64837	37639	1445.4	44798	48396
ENSG00000171560	FGA	161700	19795	364660	403570	98749	10661	188660	211400	125140	11252	218890	246550
ENSG00000171603	CLSTN1	173960	9367.1	150430	214880	101900	5023.9	85567	128780	57006	2639.6	46545	72862
ENSG00000171723	GPHN	327610	17055	361040	388740	169050	7702.3	184940	197440	104520	4759.3	115150	122500
ENSG00000171724	VAT1L	212960	10896	216000	273940	190200	10009	216340	291090	150470	9041.2	177850	233410
ENSG00000171766	GATM	81206	4225	88861	117580	22221	999.59	23522	29582	NA	NA	NA	NA
ENSG00000171798	KNDC1	29693	1428.2	43195	37971	42796	1823.1	51731	49005	36678	1911.8	36957	39184
ENSG00000171840	NINJ2	29369	1787.3	38169	47624	14507	439.68	20047	24600	16501	685.84	21050	24663
ENSG00000171863	RPS7	47033	2585.7	50199	60436	30609	1804.7	31655	40859	25328	909.78	25761	34811
ENSG00000171867	PRNP	90928	4276.5	85628	130710	31648	1841.6	26732	43589	44810	2106.2	41256	54790
ENSG00000171885	AQP4	289450	15437	343620	506010	122000	5740.7	127290	178920	114530	5663	118760	169480
ENSG00000171914	TLN2	1613500	87015	1955400	2271900	770750	38537	955140	1063500	498060	26093	624600	687570
ENSG00000171951	SCG2	439650	19372	340790	445080	208190	9757.3	169280	202340	105600	4978.7	87172	105160
ENSG00000172007	RAB33B	50492	2735.3	62012	70871	47234	2326.4	53669	68281	31188	1164	36065	45955
ENSG00000172009	THOP1	567060	29220	662880	807940	275960	14190	338750	416490	149800	6975.7	177010	219930
ENSG00000172037	LAMB2	393910	18811	394860	551290	188640	9261.3	201950	267160	150970	7431.1	161140	211230
ENSG00000172115	CYCS	778910	36789	544970	895620	525400	24147	363510	608070	415000	20549	281570	477480
ENSG00000172164	SNTB1	112490	5913.2	123960	113520	58483	2369.1	68545	64960	28311	1984	34580	34103
ENSG00000172172	MRPL13	54389	3236.3	68615	61960	35815	2440.9	45361	40824	19034	1014	22433	20339
ENSG00000172239	PAIP1	46593	1997.7	49718	68478	3852.4	128.77	5104.6	6100.3	6177.4	148.22	6320.4	7783.3
ENSG00000172340	SUCLG2	113750	5204.2	120790	177290	77609	5411.7	89077	127120	45222	2264.6	54583	72250
ENSG00000172375	C2CD2L	55189	2526.2	58717	74000	16900	881.36	19081	22724	17297	882.67	20567	23623
ENSG00000172500	FIBP	58102	3773.3	72490	83892	35992	1804.7	51139	59189	27135	1466.6	29305	34833
ENSG00000172508	CARNS1	14172	582.47	12664	26454	NA	NA	NA	NA	3364.6	212.9	2917.9	6295.1
ENSG00000172531	PPP1CA	123290	6388.4	153180	156390	40103	2480	48996	54572	36749	1696.7	41023	43488
ENSG00000172534	HCFC1	36798	1707.1	39351	51419	73684	3205.6	85459	93372	35796	1832.2	40217	44920
ENSG00000172757	CFL1	1767400	88846	2008500	2553400	1247400	67449	1420800	1832600	1010100	52168	1140900	1449200
ENSG00000172869	DMXL1	65559	3256.9	74183	83524	30554	1530.7	34332	38030	19708	1141.8	24208	25349
ENSG00000172939	OXSR1	60558	2774.7	72056	101020	33790	1428.2	36439	51492	20130	1062.6	23851	33523
ENSG00000173020	GRK2	181900	8690	209110	201710	101320	4990.2	123040	116770	113340	4978	133050	134830
ENSG00000173039	RELA	62799	3261	82563	94049	7487.9	263.35	10666	11411	NA	NA	NA	NA
ENSG00000173171	MTX1	115020	6149.9	138610	145230	101290	4979.6	125230	122980	98694	4531.9	117780	119660
ENSG00000173210	ABLIM3	12787	792.41	14117	14807	5103.1	205.95	6609.1	7145.7	4711.1	210.53	5844.3	5212.9
ENSG00000173267	SNCG	9224.5	361.72	104060	141840	4080.8	126.77	55600	72250	5012.4	249.58	45459	58985
ENSG00000173402	DAG1	39958	2180.2	48518	59674	NA	NA	NA	NA	8355.2	536.32	9183.7	12171
ENSG00000173486	FKBP2	442620	21413	514540	511190	222180	11147	254900	261240	211760	11403	255170	255270
ENSG00000173540	GMPPB	266850	12004	258600	377750	194350	9357.1	213010	286690	100600	4896.4	105560	154930
ENSG00000173599	PC	692210	42173	962810	1091100	253260	14758	394920	482860	153300	9049.6	218330	320060
ENSG00000173611	SCAI	316150	17440	337590	395440	141100	6859.4	148500	180250	50478	2618.4	64616	61813
ENSG00000173692	PSMD1	138700	6328.7	163750	170750	26085	1272.7	27735	32414	68603	3246.8	86849	101220
ENSG00000173786	CNP	2693900	140630	2785200	5383800	1640300	84164	1694800	3189800	1085600	55077	1126200	2260400
ENSG00000173801	JUP	51638	2633.5	60634	82287	16508	989.34	20564	27986	16701	817.96	21716	26514
ENSG00000173898	SPTBN2	1633100	83792	1742700	2105200	967500	46741	1006100	1221100	628770	33068	651770	816250
ENSG00000174173	TRMT10C	26519	1060.6	28531	31060	13449	838.47	15591	16801	10667	426.68	11066	12759
ENSG00000174238	PITPNA	135900	6274.7	112730	188000	47338	2342.1	43536	66250	25409	956.82	21869	40523
ENSG00000174243	DDX23	102650	5906.9	116730	147200	22530	962.19	26692	33666	10542	687.99	12535	15575
ENSG00000174437	ATP2A2	80407	8012.9	183050	212830	144490	9364.5	200250	226640	29766	3493.3	66484	75409
ENSG00000174791	RIN1	160090	9990.2	177720	214800	67072	3351.5	78683	89587	47744	2486.5	56809	62756
ENSG00000174840	PDE12	117150	6136.2	148530	148970	98512	4820.4	113030	119320	65346	3466.6	76541	78483
ENSG00000174842	GLMN	67788	3777.3	76809	81839	29325	1088.2	33714	34399	22925	1351.6	26833	26980
ENSG00000174996	KLC2	179210	7796.9	169280	225950	102300	5136.2	105550	136070	61643	2652.5	64140	82337
ENSG00000175073	VCPIP1	1502.4	NA	1550.6	2708.3	27985	1364.5	37018	34519	18544	844.01	22883	22862
ENSG00000175084	DES	141770	7001	149970	223540	54599	2537.2	58251	85879	11631	439.53	12601	19408
ENSG00000175110	MRPS22	144440	6478.3	218080	156270	65289	3416	103800	73328	54444	3008.4	81577	54738
ENSG00000175115	PACS1	330110	17133	458270	591020	143310	7314.4	198030	267240	22110	1417.3	49358	81419
ENSG00000175130	MARCKSL1	14398	2472.5	38598	74349	2952.7	281.32	14128	25456	2632.2	582.31	13080	20946
ENSG00000175166	PSMD2	207340	10202	237440	314040	162160	7465.2	182730	263830	55389	2359.6	57588	93289
ENSG00000175198	PCCA	192270	9234.5	178080	225610	105170	5137.2	103260	128390	98826	4378.2	85426	120450
ENSG00000175203	DCTN2	608670	29721	649710	786310	294730	14513	330730	412420	241290	11905	270970	339340
ENSG00000175216	CKAP5	634040	34897	784550	1145600	155300	8270.5	189670	273830	191910	10987	239680	379240
ENSG00000175220	ARHGAP1	338100	15189	369280	440970	178700	8325.2	176220	239570	177910	7709.6	180260	230860
ENSG00000175287	PHYHD1	123500	6785.8	142360	208380	80130	4088.8	106380	145540	37127	1535.8	50897	73295
ENSG00000175324	LSM1	31724	1149.6	34750	38525	NA	NA	NA	NA	7201.4	170.81	7693.4	8093.4
ENSG00000175334	BANF1	35474	1532.6	33521	68924	8182.9	280.8	7891.3	15196	6009.8	256.89	6414.9	12179
ENSG00000175390	EIF3F	148520	7839.9	167240	235510	78785	3588.7	85706	117440	37406	1680	41267	55720
ENSG00000175416	CLTB	NA	NA	NA	NA	40413	2134.5	40838	55276	32854	1638.4	30016	41451
ENSG00000175470	PPP2R2D	121680	5102.3	131410	143550	39235	1422.1	41614	48796	31195	1606	31815	37216
ENSG00000175497	DPP10	386710	20903	445340	552320	119910	6125.5	148860	171970	48834	2322.4	58233	68631
ENSG00000175582	RAB6A	50710	1921.1	55682	72880	41149	2865.7	48439	60331	77524	3657.3	77641	132840
ENSG00000175662	TOM1L2	150850	8719.6	188320	163800	84501	4551	105710	103730	54216	2589.4	73218	57773
ENSG00000175866	BAIAP2	531710	24845	534780	530500	207290	10507	222170	232320	175470	7830.8	188110	198300
ENSG00000175899	A2M	229570	10945	251790	457680	165180	8361.9	169390	291320	64839	3325	61101	94821
ENSG00000175931	UBE2O	NA	NA	NA	NA	172260	9350.3	198590	252910	23844	1160	25246	29924
ENSG00000176055	MBLAC2	35302	1896.9	43029	50779	20988	928.76	25870	29761	15530	735.65	20629	22694
ENSG00000176148	TCP11L1	70262	3317.4	77478	87392	20038	1028.4	24302	23944	17192	800.64	20875	21344
ENSG00000176244	ACBD7	5998.5	161.56	10020	6224.7	13350	604.74	17060	17360	4958.9	211.54	7177.3	7986.3
ENSG00000176393	RNPEP	188300	9924.8	257300	317530	154850	8445.5	226540	255180	79618	4375.4	113090	124620
ENSG00000176422	SPRYD4	56760	2688.8	59720	70683	8657.2	387.59	7479.9	10821	6110.7	176.22	6222.4	8159.7
ENSG00000176454	LPCAT4	28750	1381.4	30448	35760	14196	714.81	15297	17862	32400	1537.4	33952	36666
ENSG00000176490	DIRAS1	51657	2078.2	56362	61832	27718	1227	29824	35694	17277	626.75	18773	20759
ENSG00000176533	GNG7	32795	1406.7	39005	48968	15314	552.75	16404	21453	6578.4	279.28	8738.7	9993.2
ENSG00000176619	LMNB2	428060	21781	634160	707150	149960	7348.4	189820	190360	184400	10008	257090	302710
ENSG00000176623	RMDN1	72437	3179.6	63784	91370	2471	90.476	2990.5	5074.3	20745	903.92	18956	28650
ENSG00000176658	MYO1D	311610	15986	322870	566240	123650	6744.9	128430	246860	140600	6601.8	138400	260320
ENSG00000176715	ACSF3	NA	NA	NA	NA	11967	349.99	15416	16946	9153	294.77	10380	11898
ENSG00000176973	FAM89B	74618	3843.8	94046	85152	21840	1249.1	28140	26198	11874	729.83	13464	13679
ENSG00000176978	DPP7	26445	1145.1	31649	35068	16051	725.21	13896	22834	8426	286.71	7497.3	12566
ENSG00000176986	SEC24C	44942	1898.4	48869	57599	20229	610.56	24036	26447	13612	388.3	15820	16774
ENSG00000177034	MTX3	143920	7673.2	186820	198750	NA	NA	NA	NA	50377	2966.1	64941	68231
ENSG00000177156	TALDO1	1072200	55842	1186200	2349400	615040	32654	683460	1411500	386030	18687	416720	888350
ENSG00000177225	GATD1	125070	6815	114630	189750	124590	6957.7	112750	189300	56219	3069.6	48790	82947
ENSG00000177272	KCNA3	17700	918.69	22305	27737	7512.8	106.81	8547.3	11000	5703.3	145.68	7296.2	8937.2
ENSG00000177380	PPFIA3	529170	27899	605900	616380	471010	24098	527440	592400	190300	8100.5	215900	230260
ENSG00000177556	ATOX1	250480	11084	227930	322120	42610	2257.5	38309	32421	38568	1433.3	35740	41441
ENSG00000177565	TBL1XR1	4717.9	226	5213.5	6502.8	3922.7	132.5	4138.3	5531.6	2903.4	201.02	3013.7	4424.5
ENSG00000177600	RPLP2	83164	3857.3	70209	152630	50664	2416.5	48021	99264	29060	1494.2	26307	56917
ENSG00000177614	PGBD5	120160	6331.9	122740	126530	62143	2907.1	63384	73304	34282	1571	38096	45176
ENSG00000177646	ACAD9	129710	6050.4	148480	139290	45791	1894	52376	48781	36802	1326.4	39748	40023
ENSG00000177728	TMEM94	51744	3083.5	66755	76176	30025	2023.5	37488	41322	24468	745.84	29784	30641
ENSG00000177879	AP3S1	111570	5569.1	182020	156970	NA	NA	NA	NA	33531	1512.1	49626	45068
ENSG00000177885	GRB2	185910	8083	127180	302580	66353	3226.6	47450	101180	51959	1985.3	38997	80880
ENSG00000177889	UBE2N	611010	30155	620390	885730	276280	13742	279200	418640	163880	7571.8	173930	217970
ENSG00000177963	RIC8A	151690	7972.3	111560	221820	NA	NA	NA	NA	36738	1729.1	27535	56908
ENSG00000178127	NDUFV2	667340	32109	695690	802900	376150	19636	403350	450530	193020	8968.4	198110	223980
ENSG00000178188	SH2B1	157440	9123.4	186120	217710	58981	3513.1	67434	87619	NA	NA	NA	NA
ENSG00000178209	PLEC	5646500	288990	6945700	11244000	3060400	149270	3774100	6112400	2641900	128950	3188000	5232800
ENSG00000178307	TMEM11	108000	4598.3	137060	191620	83032	4142.2	104520	153550	68650	3536.1	82529	126340
ENSG00000178445	GLDC	NA	NA	NA	NA	24855	1544.6	31893	29819	15786	952.82	19289	21224
ENSG00000178467	P4HTM	NA	NA	NA	NA	15840	671.75	19234	14159	12704	600.26	13727	12051
ENSG00000178537	SLC25A20	20991	989.38	24759	29085	9946.8	240.52	12048	12565	4614.5	156.82	5735.2	7198.1
ENSG00000178695	KCTD12	195890	9536.4	216610	284290	133310	5761.7	140110	188340	94544	4720.1	112940	137740
ENSG00000178773	CPNE7	165890	8386.6	209270	203660	56002	2990.8	71317	67991	30646	1565.4	39624	41275
ENSG00000178802	MPI	103900	4768.5	116980	211280	49224	2620.4	60691	110020	75183	3549.2	87471	161400
ENSG00000178814	OPLAH	25018	1291.8	32483	37530	22310	956.2	27222	34491	8568.8	221	10578	11027
ENSG00000178921	PFAS	59837	3070.5	58810	82806	NA	NA	NA	NA	26735	1268.6	25473	38908
ENSG00000178922	HYI	59875	3187.7	78615	85161	26131	1120.9	31533	33533	NA	NA	NA	NA
ENSG00000178950	GAK	178240	10603	193960	178310	80348	3440.5	89993	78215	19153	683.59	20374	27419
ENSG00000178952	TUFM	844110	40694	1008200	1292500	541310	26461	677380	807600	408690	19395	469170	568990
ENSG00000179115	FARSA	350390	20954	606070	680280	110770	9066.2	293910	296820	122910	8234.4	229230	224610
ENSG00000179163	FUCA1	33820	1578.9	32662	39784	16459	502.68	15269	17818	11341	537.35	9564	11775
ENSG00000179218	CALR	246670	11768	217420	369740	116270	4960.4	100970	171090	101210	4718	89781	146530
ENSG00000179262	RAD23A	148760	6967.3	176300	217600	26649	1086.2	30768	37153	5614.6	286.88	5742.1	6683.5
ENSG00000179271	GADD45GIP1	14989	544.48	19030	17409	10782	773.82	14383	12563	NA	NA	NA	NA
ENSG00000179295	PTPN11	458050	22507	421850	684490	245770	11993	228180	401890	155470	7579.8	137280	228950
ENSG00000179364	PACS2	175200	8794.3	203820	297560	69600	3602.6	80941	119290	42892	2215.1	50336	72831
ENSG00000179820	MYADM	115920	5753.9	126170	141400	144810	7492.1	165080	198760	69984	3296.2	77886	96191
ENSG00000179832	MROH1	36715	1700.7	48840	44593	36508	1536.3	46540	43360	6262.3	269.42	7033.2	8008.6
ENSG00000179958	DCTPP1	NA	NA	NA	NA	8540.6	222.45	11549	9911.6	6803.9	162.48	9693.6	7930
ENSG00000180104	EXOC3	60878	3639	63483	93827	62867	3074.3	65246	96914	37876	2311	44334	58505
ENSG00000180228	PRKRA	337640	17400	359020	458640	217690	9843.5	228470	286760	209760	9920.3	225330	273760
ENSG00000180329	CCDC43	92568	4621.2	119560	123880	58363	3620.4	80106	76025	36057	1972.1	50552	47350
ENSG00000180370	PAK2	18008	572.45	93441	86921	NA	NA	NA	NA	30954	2146.1	35792	49103
ENSG00000180611	MB21D2	46292	2714.2	57634	78781	19823	831.22	24343	31080	13311	552.53	15021	21547
ENSG00000180817	PPA1	324080	15809	353040	419700	163670	8500.3	186120	207240	155500	7102.5	178620	200210
ENSG00000180879	SSR4	57213	3487	69222	91728	21583	1241.2	25304	36194	30426	1812.3	39699	49683
ENSG00000180902	D2HGDH	69735	3443.8	64702	93277	35680	2000.9	32920	44659	35026	1458.3	29389	43742
ENSG00000180957	PITPNB	43045	2474.7	44389	59540	20784	580.15	19954	30602	11662	390.22	12433	18420
ENSG00000181019	NQO1	5609.4	180.63	11469	8511.6	2088.8	114.28	4181	3536	1178.1	NA	2802.3	2033.8
